Episode,Score,Actor_Loss,Critic_Loss
1,-867.1425039795326,-1.285396671607159,25.08726706071553
2,-747.3382486250033,-0.38521581975277513,8.418885403222667
3,-787.1020396254457,-1.0670471355319022,19.62149954580236
4,-866.0954569716142,-0.33572250438388435,11.985038909549148
5,-970.9338338527017,-0.8229177834764414,31.56171562457328
6,-912.1892582984633,-0.44444687306764535,22.474972786325978
7,-882.8356610550841,-0.4835727304412285,8.355245574962938
8,-921.7685400518401,-0.09508897513151168,10.342095654626029
9,-936.9003824685653,-0.3258618596103042,9.363830401265295
10,-760.0951842748849,0.14548251311294735,8.57100203651382
11,-1031.7445360254471,-0.6682967544021085,16.05229447922851
12,-1045.4977493635824,-0.472985746555496,13.015427316045098
13,-1016.4227598287492,-0.41696892924257556,14.51941565615467
14,-1168.5077300235246,-0.45790687799919394,12.81815637800959
15,-1362.0895134951156,-0.3133373254910111,33.057843685527914
16,-1368.1154221284792,0.43829476133920253,17.688506728406065
17,-1540.5913985950117,-0.8399945110920817,39.52333075658418
18,-1460.0337224545924,-0.29007274336880073,34.6110590600298
19,-1520.5820696569938,-0.45417374617420136,37.50768498578516
20,-1568.1862522207023,-0.5352832812815904,38.97212600749103
21,-1616.2279209842368,-0.8162817682718014,37.38329748670134
22,-1575.4241199762234,-0.2533562889834866,33.24173895284104
23,-1614.213228098005,0.1911398084271059,33.60307057158963
24,-1591.5974201368235,-0.24087235139217228,34.39426116172224
25,-1578.9251913044372,-0.3004856210903381,30.913060401648398
26,-1501.5486609293202,0.13041180165484548,31.336584623593662
27,-1535.7645836639722,-0.3511160478059901,29.734416551029426
28,-1512.4555399162366,1.0117391034884713,27.872671941740556
29,-1549.2871105183353,0.024646560633555054,29.53300619861664
30,-1577.1246305450093,-0.24580313919112087,31.43365051497618
31,-1548.2856508149923,-0.054729872349416835,28.78665606389375
32,-1531.9087462399855,-0.1709241784270853,27.194357207544382
33,-1504.481773093458,-0.27830922753957565,28.75713907492005
34,-1514.8894286258812,-0.32397750433185135,29.18813580696471
35,-1521.2021801765345,-0.230141268764055,27.499715780888508
36,-1495.3015919069062,-0.13905477238353342,28.635286514042527
