Episode,Score,Actor_Loss,Critic_Loss
1,-1572.368357410138,-7.469617139101029,61.48934169769287
2,-1501.463695092288,-4.430341953551396,94.00888799954468
3,-1580.7282148549891,-1.7287775478814729,155.91001376356115
4,-1514.8319492183184,-0.2405164339672774,110.23767062361934
5,-1603.218122703197,-0.25477202096022666,129.84274658107898
6,-1535.4257241759663,-0.13768829060718418,146.96169383115716
7,-1558.180082327133,-0.2120576602150686,139.9128234215884
8,-1522.4410389629168,2.9750266329292208,110.78315714922734
9,-1640.1223100775592,2.5058054994558914,198.21114488381542
10,-1609.3305441291402,-0.5123320723231882,180.2416466748435
11,-1518.0577680285173,0.39742066521197555,141.70031552816857
12,-1528.7693104713837,0.3336446121241897,132.25894312112825
13,-1560.298405877927,0.9523076434433461,169.2247202153818
14,-1739.8536881832263,-0.719106098646298,190.50598480097133
15,-1548.5114093877028,0.049125885479152205,147.37994773556014
16,-1555.52916030065,-0.13308385497890413,166.69863321561016
17,-1478.4564443550921,0.11151368129998446,128.24420699732843
18,-1493.7451381949052,-0.3209429036453366,116.24184882695322
19,-1403.5552455830548,-0.14195538016036152,169.9008226820524
20,-1736.2796158141148,-0.3736809426918626,185.51044364258647
21,-1694.6305655888466,-0.5450616385322065,196.0258088826493
22,-1662.6962973469927,1.2885655516944825,189.5883264971024
23,-1524.7712962966846,0.13372821362689138,118.95066275566933
24,-1578.042862126497,1.0034082911349833,169.8810202154948
25,-1489.7273938178705,0.811110044810921,163.6814031213487
26,-1501.3341451910458,-0.22845406606793403,138.20729050320574
27,-1670.0251727843295,1.7794014529231936,186.0875262367737
28,-1640.04349011852,1.4950602936954238,181.32276566048733
29,-1532.569550437817,-0.14237096775410463,146.07312937487848
30,-1544.2092504596487,-0.2354295034892857,147.87302714341902
31,-1485.8171269454879,-0.12721622589975595,127.28820926113055
32,-1640.4153119792377,-0.013283691629767417,172.46043370340135
33,-1558.1973324843573,-0.06459862901829183,128.54321238322765
34,-1578.467738758627,-0.13320401973091067,146.9023297214671
35,-1487.7637797500454,-0.05386728759855032,131.9725039304758
36,-1594.142369950779,-0.37018298894399776,178.26134582874482
37,-1642.8719929863244,-0.0653483116440475,202.2566547908599
38,-1703.2117034954506,-0.6645177579857409,185.50220268699223
39,-1679.2898593411076,-0.7247618138603866,191.82277789935003
40,-1601.939539778126,1.2106909706024453,123.7941691373894
41,-1564.3505164716796,0.3598419968597591,177.56804975099863
42,-1440.0909997955173,-0.36863542990759013,139.44011767905207
43,-1507.3998309032768,-0.23690817311406134,111.143097157632
44,-1626.2086035347327,-0.3044670042581856,161.66866084904993
45,-1527.2971557494675,-0.31342012562789023,149.6073785247386
46,-1582.7135924440647,-0.4260455749486573,179.91673032017775
47,-1554.0949447817277,-0.34757050456479194,193.09622622392257
48,-1556.9780546270235,0.4162179367034696,142.53041349462117
49,-1518.77026801282,-0.1620246396586299,139.76989325356203
50,-1696.0853484963563,0.41330895082093777,185.4548754659598
51,-1597.5923421739326,0.11881895041733515,161.08926662408513
52,-1549.7820630223457,0.6336268943175674,145.2616298355488
53,-1662.4023664240112,-0.576634579988895,179.57945393772562
54,-1483.5555917302306,-0.1217599580064416,157.8789638265269
55,-1516.583013420867,-0.4034935307689011,106.68895823137835
56,-1516.1026825057697,0.19898097217082977,130.15946640594046
57,-1486.6737768676874,-0.1573728934302926,121.1410398256639
58,-1659.4875273256498,-0.4627581398934126,187.9628234991664
59,-1630.5235575358256,0.16153859664220363,173.2735418211797
60,-1598.6296736050822,0.01044052928686142,144.71241134107345
61,-1522.4458755221121,-0.12371782746165991,116.59981264060363
62,-1513.4591242733995,0.41815240927040576,115.18306226763409
63,-1581.6356917739747,-0.6733707286324352,186.85448377592374
64,-1789.7899963960308,-1.0694808765221386,200.6295577640133
65,-1715.0151885554073,0.3400934219697956,193.0595275254501
66,-1666.4918020426355,0.9226757072471082,193.07832602096138
67,-1594.2908861310066,-0.2198566499352455,163.4106225211732
68,-1528.7210559162927,0.30575555556686596,138.2144705284969
69,-1594.1072647242484,0.26799473658902573,171.3526367027557
70,-1610.0142400618201,-0.40893052496016025,156.15364317189903
71,-1582.941858333009,-0.13191586802480743,152.64615486631286
72,-1555.5201540248943,-0.1831381187448278,124.4561465566
73,-1558.8562686299135,-0.2907221394078806,150.83000735038542
74,-1504.4404149290688,-0.1760311565286247,106.04579075518296
75,-1590.1015330319785,-0.303248984349375,180.02756942934124
76,-1664.5953393304683,-0.3108703956725367,155.94130789525457
77,-1552.1150639011662,0.09804166940040887,155.265980809154
78,-1557.9753380788154,3.28082933105994,161.6301385019184
79,-1597.4252146178806,-0.21060408428311347,163.24962703686325
80,-1610.3008363125466,-0.3814662477001548,140.2931595536205
81,-1692.0284702361344,1.345862268722849,204.28718786470358
82,-1576.4635976451418,0.27179814720060674,143.07625798252062
83,-1462.151438124872,0.45114399009849876,77.19460031570168
84,-1711.129318296121,0.23080369728777442,210.5798346172215
85,-1682.999128678551,1.1665935783623718,199.73990002200125
86,-1431.073575103619,-0.013427229858934879,97.9753139068978
87,-1538.685359181046,-0.42174409293103965,185.73435347557535
88,-1610.9891534064961,2.1010823493730277,167.1589307156112
89,-1518.3318351186724,0.5020665281265974,76.59845135576558
90,-1534.473837367263,-0.11107344307005405,171.84834020192037
91,-1671.8958173950261,-0.31172841477557084,172.8309421927773
92,-1503.4426661774019,0.2812502691755071,101.62665596868726
93,-1606.0006560556533,-0.14328901067725383,159.32845771644963
94,-1572.069577132061,0.5765648767154198,142.82465230987873
95,-1520.8280425571231,0.4462979227304459,95.66768443007604
96,-1478.405739480079,-0.19058034082408995,102.15550282665411
97,-1533.0979694486346,-0.25710095081594775,113.363320959782
98,-1519.9696641996497,-0.19690640018321573,100.69388842452899
99,-1599.333507263227,-0.5117286649672315,154.6294656772574
100,-1608.6270188222743,-0.33438725574407724,187.64812825073838
101,-1630.894116091651,1.3010208123421763,195.67037871563224
102,-1459.94097521835,-0.03200869703665376,99.5014429686463
103,-1600.3855255397275,0.06003488395363092,171.48709372998098
104,-1478.1957187220203,0.028831626307219266,108.37639855303918
105,-1510.3434764795466,0.0966360286064446,151.3007557922241
106,-1536.7032364042632,0.531436021529371,132.92102427099132
107,-1501.522267191627,0.10221768819727003,104.59185642290394
108,-1553.2422598103067,0.5463365489849821,115.67538215513923
109,-1567.1186923788525,0.44001636117696763,190.47413317702944
110,-1528.1539220624466,0.17091660332283937,99.24171074669576
111,-1640.8950075987677,0.05675767275737598,197.66068196919048
112,-1659.5723211862946,-0.1851803508680314,195.7362050169299
113,-1767.2869656901496,-0.7892153727659025,189.3360142162058
114,-1634.560516156841,0.5602058098837733,181.65358094765105
115,-1493.348803868926,1.006100971334381,101.98842767547
116,-1542.1696625960428,0.032337524977047,121.37607087078038
117,-1494.8754055826428,0.3072170380782336,80.22916858905111
118,-1580.3264035805244,0.09407263781526126,161.20782576612314
119,-1549.9775861022665,1.0747623686119914,112.80712964496576
120,-1575.894289576827,-0.3442192749492824,182.1750104298536
121,-1678.59742984139,-0.6249929162155604,203.266164889246
122,-1545.0475980840595,-0.47946422099601477,179.4454072759801
123,-1600.6299273750285,-0.4734073784784414,184.27217105266755
124,-1662.7364772107983,0.45368745300453156,183.79046603229247
125,-1502.0159945085495,0.08489699438912794,106.97373800808913
